LSOA21CD,LSOA21NM,household_single_person_aged_66_over,household_couple_with_dependent_children,household_lone_parent_with_dependent_children
E01004429,Waltham Forest 026C,37,103,83
E01004430,Waltham Forest 026D,61,139,60
E01004432,Waltham Forest 023D,53,160,47
E01004434,Waltham Forest 026E,75,157,88
E01004435,Waltham Forest 023E,56,154,70
E01004436,Waltham Forest 021B,37,103,32
E01004437,Waltham Forest 021C,68,126,56
E01004438,Waltham Forest 024C,37,123,39
E01004439,Waltham Forest 021D,46,107,45
E01004440,Waltham Forest 024D,45,132,75
E01004441,Waltham Forest 024E,54,115,33
E01004442,Waltham Forest 021E,37,116,30
E01004443,Waltham Forest 016E,31,143,56
E01004444,Waltham Forest 017D,51,158,104
E01004445,Waltham Forest 018C,44,143,39
E01004446,Waltham Forest 017E,49,197,55
E01004447,Waltham Forest 016F,39,155,27
E01004448,Waltham Forest 018D,33,156,74
E01004449,Waltham Forest 018E,54,104,82
E01004450,Waltham Forest 006A,75,156,31
E01004451,Waltham Forest 005D,66,128,49
E01004452,Waltham Forest 005E,123,158,58
E01004453,Waltham Forest 006B,52,127,58
E01004454,Waltham Forest 006C,83,160,80
E01004455,Waltham Forest 006D,58,130,56
E01004456,Waltham Forest 006E,47,76,83
E01004457,Waltham Forest 012B,36,151,50
E01004458,Waltham Forest 012C,41,152,58
E01004459,Waltham Forest 012D,37,125,84
E01004460,Waltham Forest 011D,45,144,57
E01004462,Waltham Forest 011E,68,220,43
E01004463,Waltham Forest 012E,51,172,113
E01004464,Waltham Forest 013C,28,131,106
E01004465,Waltham Forest 015B,39,160,34
E01004466,Waltham Forest 015C,56,177,35
E01004467,Waltham Forest 015D,60,182,116
E01004468,Waltham Forest 015E,48,165,36
E01004469,Waltham Forest 013D,47,148,108
E01004470,Waltham Forest 013E,52,152,63
E01004471,Waltham Forest 013F,42,147,84
E01004472,Wandsworth 021A,64,129,23
E01004473,Wandsworth 026A,56,132,15
E01004474,Wandsworth 021B,42,84,46
E01004475,Wandsworth 026B,40,103,31
E01004476,Wandsworth 021C,65,82,31
E01004477,Wandsworth 017A,64,176,17
E01004478,Wandsworth 017B,32,207,14
E01004479,Wandsworth 017C,46,141,18
E01004480,Wandsworth 026C,31,90,19
E01004481,Wandsworth 029A,50,71,24
E01004482,Wandsworth 030A,45,79,28
E01004483,Wandsworth 026D,62,133,54
E01004484,Wandsworth 026E,36,84,26
E01004485,Wandsworth 030B,88,89,36
E01004486,Wandsworth 026F,75,63,21
E01004487,Wandsworth 030C,36,88,22
E01004488,Wandsworth 029B,41,114,16
E01004489,Wandsworth 030D,35,106,41
E01004490,Wandsworth 031A,39,177,19
E01004491,Wandsworth 031B,46,128,56
E01004492,Wandsworth 031C,43,149,40
E01004493,Wandsworth 019A,54,145,39
E01004494,Wandsworth 018A,44,118,55
E01004495,Wandsworth 024A,33,87,50
E01004496,Wandsworth 024B,63,117,26
E01004497,Wandsworth 024C,47,183,25
E01004498,Wandsworth 031D,39,149,29
E01004499,Wandsworth 020A,53,104,29
E01004500,Wandsworth 014A,124,96,28
E01004501,Wandsworth 014B,84,88,39
E01004502,Wandsworth 020B,50,146,17
E01004503,Wandsworth 014C,60,101,30
E01004504,Wandsworth 020C,51,165,18
E01004505,Wandsworth 014D,102,118,28
E01004506,Wandsworth 011A,109,129,22
E01004507,Wandsworth 014E,88,183,53
E01004508,Wandsworth 012A,57,82,23
E01004510,Wandsworth 012B,45,105,25
E01004511,Wandsworth 010B,36,122,29
E01004512,Wandsworth 019B,39,134,20
E01004513,Wandsworth 018B,63,109,73
E01004514,Wandsworth 012C,56,144,26
E01004515,Wandsworth 012D,48,63,30
E01004516,Wandsworth 036A,40,149,24
E01004517,Wandsworth 037A,37,170,57
E01004518,Wandsworth 036B,55,158,48
E01004519,Wandsworth 036C,51,140,35
E01004520,Wandsworth 036D,42,97,41
E01004521,Wandsworth 037B,47,168,64
E01004522,Wandsworth 037C,40,115,58
E01004523,Wandsworth 036E,126,102,42
E01004524,Wandsworth 037D,125,84,110
E01004525,Wandsworth 035A,42,98,63
E01004526,Wandsworth 035B,47,106,50
E01004527,Wandsworth 035C,66,113,25
E01004528,Wandsworth 035D,67,101,64
E01004529,Wandsworth 035E,52,140,61
E01004530,Wandsworth 035F,58,104,25
E01004531,Wandsworth 033A,49,116,82
E01004532,Wandsworth 032A,57,112,44
E01004533,Wandsworth 033B,38,78,78
E01004534,Wandsworth 008A,68,130,31
E01004535,Wandsworth 007A,39,91,171
E01004536,Wandsworth 008B,60,98,102
E01004537,Wandsworth 007B,78,84,112
E01004538,Wandsworth 007C,103,123,91
E01004539,Wandsworth 003A,50,133,135
E01004540,Wandsworth 003B,89,120,78
E01004541,Wandsworth 007D,112,72,85
E01004542,Wandsworth 021D,46,157,21
E01004543,Wandsworth 027A,43,130,23
E01004544,Wandsworth 021E,30,142,13
E01004545,Wandsworth 027B,72,80,15
E01004546,Wandsworth 027C,31,115,16
E01004547,Wandsworth 029C,48,91,29
E01004548,Wandsworth 029D,94,91,69
E01004549,Wandsworth 027D,48,115,18
E01004550,Wandsworth 017D,61,96,67
E01004551,Wandsworth 012E,45,54,30
E01004552,Wandsworth 008C,29,93,14
E01004553,Wandsworth 015A,55,126,28
E01004554,Wandsworth 009A,33,174,21
E01004555,Wandsworth 017E,39,232,18
E01004556,Wandsworth 009B,36,234,26
E01004557,Wandsworth 015B,45,211,27
E01004558,Wandsworth 015C,36,226,38
E01004559,Wandsworth 015D,32,175,19
E01004560,Wandsworth 001A,67,113,72
E01004563,Wandsworth 039E,46,85,135
E01004564,Wandsworth 039D,49,75,41
E01004565,Wandsworth 005A,59,73,41
E01004566,Wandsworth 001B,96,82,26
E01004567,Wandsworth 039A,52,117,139
E01004568,Wandsworth 013A,40,97,97
E01004569,Wandsworth 023A,69,122,84
E01004570,Wandsworth 023B,117,139,99
E01004571,Wandsworth 023C,72,97,76
E01004572,Wandsworth 016A,69,125,56
E01004573,Wandsworth 023D,56,115,63
E01004574,Wandsworth 013B,42,127,167
E01004575,Wandsworth 013C,141,81,73
E01004576,Wandsworth 013D,65,115,79
E01004577,Wandsworth 003C,105,133,34
E01004579,Wandsworth 004B,81,116,50
E01004580,Wandsworth 004C,51,114,50
E01004581,Wandsworth 004D,99,95,31
E01004582,Wandsworth 001C,157,127,34
E01004583,Wandsworth 001D,136,74,48
E01004584,Wandsworth 003D,28,76,131
E01004585,Wandsworth 008D,68,94,35
E01004586,Wandsworth 009C,44,100,21
E01004587,Wandsworth 009D,48,154,18
E01004588,Wandsworth 008E,47,119,14
E01004589,Wandsworth 009E,28,155,26
E01004590,Wandsworth 005B,96,105,60
E01004591,Wandsworth 005C,66,102,52
E01004592,Wandsworth 005D,90,95,65
E01004593,Wandsworth 025A,75,185,37
E01004594,Wandsworth 020D,55,182,31
E01004595,Wandsworth 025B,69,165,30
E01004596,Wandsworth 020E,66,198,15
E01004597,Wandsworth 025C,78,194,45
E01004598,Wandsworth 025D,36,204,25
E01004599,Wandsworth 025E,45,217,12
E01004601,Wandsworth 018D,96,172,45
E01004602,Wandsworth 010C,41,119,23
E01004604,Wandsworth 006A,51,181,18
E01004605,Wandsworth 006B,121,158,46
E01004606,Wandsworth 006C,47,140,21
E01004607,Wandsworth 006D,62,143,19
E01004608,Wandsworth 006E,103,93,31
E01004609,Wandsworth 010E,82,126,21
E01004610,Wandsworth 033C,44,95,26
E01004611,Wandsworth 032B,37,98,26
E01004612,Wandsworth 032C,35,77,22
E01004613,Wandsworth 033D,88,111,71
E01004614,Wandsworth 034A,65,115,45
E01004615,Wandsworth 034B,67,79,100
E01004616,Wandsworth 034C,32,84,33
E01004617,Wandsworth 034D,43,66,53
E01004618,Wandsworth 032D,49,112,15
E01004619,Wandsworth 015E,25,138,22
E01004620,Wandsworth 019C,50,156,23
E01004621,Wandsworth 019D,52,138,26
E01004622,Wandsworth 024D,42,60,41
E01004623,Wandsworth 019E,48,172,33
E01004624,Wandsworth 024E,41,140,39
E01004625,Wandsworth 027E,58,154,10
E01004626,Wandsworth 027F,69,198,31
E01004627,Wandsworth 019F,36,170,22
E01004628,Wandsworth 022A,62,163,66
E01004629,Wandsworth 020F,66,136,26
E01004630,Wandsworth 022B,82,122,102
E01004631,Wandsworth 022C,54,145,62
E01004632,Wandsworth 028A,51,136,25
E01004633,Wandsworth 022D,61,111,87
E01004634,Wandsworth 028B,74,109,46
E01004635,Wandsworth 028C,77,133,36
E01004636,Wandsworth 028D,55,118,45
E01004637,Wandsworth 028E,47,105,34
E01004638,Wandsworth 011B,51,138,15
E01004639,Wandsworth 011C,86,136,28
E01004640,Wandsworth 011D,77,139,11
E01004641,Wandsworth 011E,124,139,55
E01004642,Wandsworth 016B,102,171,52
E01004643,Wandsworth 016C,100,190,90
E01004644,Wandsworth 016D,131,218,47
E01004645,Wandsworth 016E,95,139,99
E01004646,Westminster 002A,64,151,32
E01004647,Westminster 001A,81,118,16
E01004648,Westminster 002B,97,171,40
E01004649,Westminster 001B,64,138,22
E01004650,Westminster 002C,108,159,24
E01004651,Westminster 003A,109,125,13
E01004652,Westminster 017A,68,70,21
E01004653,Westminster 014A,94,114,30
E01004654,Westminster 014B,98,119,24
E01004656,Westminster 014D,109,94,49
E01004657,Westminster 012A,59,67,9
E01004658,Westminster 012B,46,57,13
E01004659,Westminster 008A,68,55,29
E01004660,Westminster 008B,54,108,25
E01004661,Westminster 012C,46,71,22
E01004662,Westminster 012D,80,56,18
E01004663,Westminster 012E,79,76,17
E01004665,Westminster 024A,68,88,62
E01004668,Westminster 023D,65,97,35
E01004669,Westminster 024B,85,84,63
E01004670,Westminster 009A,129,98,117
E01004674,Westminster 005A,95,96,68
E01004675,Westminster 005B,139,117,97
E01004676,Westminster 006A,44,83,51
E01004677,Westminster 005C,62,71,78
E01004678,Westminster 005D,76,100,92
E01004679,Westminster 005E,69,96,97
E01004680,Westminster 015A,71,64,9
E01004681,Westminster 016A,63,76,33
E01004682,Westminster 016B,48,43,18
E01004683,Westminster 015B,55,88,11
E01004684,Westminster 015C,39,64,26
E01004686,Westminster 015E,89,58,25
E01004687,Westminster 019A,76,74,20
E01004690,Westminster 019D,36,61,14
E01004691,Westminster 019E,64,41,19
E01004692,Westminster 019F,54,57,15
E01004693,Westminster 017B,58,85,21
E01004694,Westminster 016C,47,50,20
E01004695,Westminster 017C,58,32,9
E01004696,Westminster 017D,92,62,54
E01004697,Westminster 016D,56,78,21
E01004698,Westminster 017E,46,74,12
E01004699,Westminster 017F,61,87,28
E01004700,Westminster 016E,49,75,20
E01004701,Westminster 007A,100,120,22
E01004702,Westminster 009E,116,143,103
E01004703,Westminster 007B,87,205,30
E01004705,Westminster 007D,52,116,16
E01004706,Westminster 006B,61,109,25
E01004707,Westminster 006C,52,152,26
E01004708,Westminster 006D,67,96,34
E01004709,Westminster 007E,63,113,34
E01004710,Westminster 002D,72,133,72
E01004711,Westminster 002E,74,136,105
E01004712,Westminster 008C,73,80,12
E01004713,Westminster 011A,95,79,16
E01004714,Westminster 011B,54,103,16
E01004715,Westminster 013A,92,51,43
E01004716,Westminster 011C,60,68,16
E01004717,Westminster 011D,66,56,10
E01004718,Westminster 004A,57,95,56
E01004719,Westminster 004B,72,104,78
E01004720,Westminster 004C,66,136,73
E01004721,Westminster 004D,101,91,114
E01004722,Westminster 004E,52,156,111
E01004723,Westminster 005F,68,120,98
E01004724,Westminster 001C,72,102,34
E01004725,Westminster 003B,51,67,47
E01004726,Westminster 003C,80,118,18
E01004727,Westminster 008D,62,95,15
E01004728,Westminster 003D,122,73,32
E01004729,Westminster 003E,182,83,31
E01004730,Westminster 001D,108,98,25
E01004731,Westminster 020A,54,110,32
E01004732,Westminster 020B,95,51,60
E01004733,Westminster 020C,71,78,31
E01004734,Westminster 018A,121,35,19
E01004735,Westminster 018B,115,85,32
E01004736,Westminster 018C,52,37,5
E01004737,Westminster 024C,88,86,50
E01004740,Westminster 021A,159,67,34
E01004741,Westminster 024F,87,62,31
E01004742,Westminster 022A,43,50,14
E01004743,Westminster 021B,47,80,44
E01004744,Westminster 020D,117,87,35
E01004746,Westminster 021D,101,55,50
E01004747,Westminster 021E,129,93,53
E01004748,Westminster 020E,63,59,14
E01004749,Westminster 022B,88,99,58
E01004750,Westminster 023E,153,55,51
E01004751,Westminster 022C,64,66,18
E01004752,Westminster 022D,75,65,22
E01004753,Westminster 022E,107,63,26
E01004754,Westminster 010A,78,120,77
E01004755,Westminster 010B,50,134,70
E01004756,Westminster 006E,53,77,57
E01004757,Westminster 010C,52,100,72
E01004760,Westminster 014E,75,91,45
E01004761,Westminster 018D,70,37,23
E01004762,Westminster 011E,93,54,30
E01004763,Westminster 013B,57,47,22
E01004765,Westminster 013D,80,64,24
E01032512,Westminster 010F,64,135,161
E01032513,Westminster 010G,62,74,68
E01032562,Bromley 040D,56,117,109
E01032563,Bromley 040E,85,114,17
E01032564,Lewisham 037E,33,78,94
E01032565,Lewisham 038E,87,101,74
E01032566,Bexley 029D,81,154,58
E01032567,Greenwich 033D,65,86,51
E01032568,Bromley 041E,83,115,57
E01032569,Croydon 045E,45,115,137
E01032570,Bromley 042D,137,133,60
E01032572,Ealing 040D,71,127,29
E01032573,Hounslow 029E,111,129,35
E01032574,Enfield 037E,64,141,99
E01032575,Haringey 037D,46,102,122
E01032576,Harrow 032E,37,142,17
E01032577,Hillingdon 033E,54,196,35
E01032579,Lewisham 039E,54,111,94
E01032580,Barking and Dagenham 023F,25,141,51
E01032581,Redbridge 034G,65,174,86
E01032582,Lambeth 036E,72,69,71
E01032583,Southwark 034D,44,79,98
E01032584,Southwark 034E,43,60,40
E01032623,Sutton 025E,68,156,7
E01032637,Southwark 035E,8,24,3
E01032638,Southwark 035D,26,46,9
E01032639,Southwark 014F,45,54,52
E01032640,Southwark 035B,18,37,6
E01032646,Southwark 036B,37,54,33
E01032719,Southwark 014G,46,45,65
E01032739,City of London 001F,17,28,7
E01032740,City of London 001G,42,28,8
E01032741,Havering 013E,54,114,47
E01032742,Havering 013F,137,145,59
E01032743,Ealing 010F,17,244,128
E01032744,Ealing 010G,35,134,43
E01032764,Tower Hamlets 004E,36,117,67
E01032765,Tower Hamlets 004F,35,78,73
E01032767,Tower Hamlets 021F,12,35,10
E01032768,Tower Hamlets 025E,16,72,15
E01032769,Tower Hamlets 025F,18,82,17
E01032770,Tower Hamlets 032B,34,103,43
E01032771,Tower Hamlets 033B,19,80,24
E01032772,Tower Hamlets 032C,29,132,72
E01032774,Tower Hamlets 032E,21,118,75
E01032775,Tower Hamlets 031F,15,122,13
E01032776,Tower Hamlets 034D,4,109,34
E01032777,Tower Hamlets 035A,7,80,38
E01032779,Tower Hamlets 035C,3,93,40
E01032780,Tower Hamlets 035D,9,111,37
E01032781,Tower Hamlets 033C,13,117,29
E01032782,Tower Hamlets 033D,14,107,61
E01032783,Tower Hamlets 031G,45,78,38
E01032784,Tower Hamlets 004G,45,86,42
E01032785,Tower Hamlets 010E,9,197,94
E01032786,Tower Hamlets 010F,46,144,48
E01032787,Tower Hamlets 011F,34,193,55
E01032788,Hammersmith and Fulham 023D,34,104,68
E01032789,Hammersmith and Fulham 023E,10,83,70
E01032790,Hammersmith and Fulham 023F,41,88,55
E01032803,Southwark 036C,21,55,40
E01032834,Southwark 035C,23,27,6
E01033000,Hounslow 025F,40,132,107
E01033030,Hounslow 025G,9,274,48
E01033081,Hounslow 031D,81,128,53
E01033082,Hounslow 031C,142,71,48
E01033083,Hounslow 018F,11,325,32
E01033084,Hounslow 018G,28,171,109
E01033086,Haringey 020F,43,75,59
E01033098,Wandsworth 038C,21,108,31
E01033099,Wandsworth 004E,39,75,83
E01033100,Wandsworth 039B,73,63,46
E01033132,Wandsworth 038D,29,103,49
E01033133,Wandsworth 004G,29,52,31
E01033135,Wandsworth 010G,25,117,12
E01033146,Enfield 025F,34,102,99
E01033148,Enfield 003F,36,125,145
E01033150,Enfield 003G,18,111,198
E01033151,Enfield 025G,41,98,104
E01033208,Lambeth 004G,21,73,51
E01033320,Lewisham 017E,45,115,53
E01033322,Lewisham 017F,17,87,52
E01033324,Lewisham 008E,63,89,49
E01033325,Lewisham 008F,3,82,33
E01033327,Lewisham 041B,44,107,57
E01033341,Lewisham 041C,32,67,73
E01033455,Brent 031G,31,83,69
E01033456,Brent 027F,78,136,146
E01033457,Brent 035A,38,131,24
E01033463,Brent 003G,84,139,26
E01033485,Brent 031H,49,75,91
E01033486,Islington 011E,25,55,46
E01033487,Islington 011F,7,61,33
E01033488,Islington 011G,47,54,55
E01033489,Islington 022G,25,50,18
E01033490,Islington 022H,43,44,44
E01033491,Islington 011H,51,88,55
E01033493,Islington 006F,20,74,8
E01033494,Islington 006G,45,143,18
E01033569,Kingston upon Thames 004G,40,175,52
E01033570,Richmond upon Thames 004G,46,202,73
E01033571,Richmond upon Thames 004H,67,138,33
E01033579,Newham 040C,13,86,34
E01033580,Newham 042A,11,118,21
E01033581,Newham 041A,48,142,105
E01033582,Newham 041B,15,110,38
E01033584,Newham 034I,32,106,72
E01033586,Newham 040D,35,125,61
E01033587,Barking and Dagenham 021E,22,220,172
E01033589,Redbridge 039B,5,320,31
E01033590,Redbridge 037C,11,124,102
E01033591,Redbridge 039A,76,331,72
E01033592,Redbridge 037D,44,177,54
E01033593,Westminster 015F,22,96,79
E01033594,Westminster 015G,114,50,27
E01033597,Westminster 023F,65,55,28
E01033598,Westminster 009F,78,47,60
E01033599,Westminster 023G,20,69,91
E01033601,Westminster 009G,88,86,54
E01033602,Westminster 009H,84,86,76
E01033603,Westminster 009I,37,62,36
E01033604,Westminster 009J,39,65,51
E01033605,Westminster 009K,93,80,72
E01033699,Hackney 030A,20,51,26
E01033700,Hackney 030B,39,92,50
E01033702,Hackney 028C,23,118,81
E01033703,Hackney 010F,52,48,36
E01033704,Hackney 023F,17,111,71
E01033705,Hackney 028D,32,78,72
E01033706,Hackney 033B,11,40,29
E01033708,Hackney 033C,10,31,22
E01033709,Hackney 032B,29,97,57
E01033710,Hackney 028E,16,59,80
E01033711,Hackney 032C,25,39,25
E01033712,Hackney 023G,46,87,69
E01033713,Hackney 010G,27,65,42
E01033727,Greenwich 035B,39,127,95
E01033728,Greenwich 035C,28,101,38
E01033729,Greenwich 030E,101,138,81
E01033732,Greenwich 041E,8,77,45
E01033734,Greenwich 039B,10,94,51
E01033735,Greenwich 042D,46,101,48
E01033736,Greenwich 039A,11,125,25
E01033737,Greenwich 042B,36,114,98
E01033738,Greenwich 037D,48,156,43
E01033739,Greenwich 002E,10,144,94
E01033740,Greenwich 002F,10,138,79
E01033741,Greenwich 002G,9,133,88
E01033742,Greenwich 007F,23,100,55
E01033743,Greenwich 002H,47,155,122
E01033744,Greenwich 007G,30,118,86
E01033745,Greenwich 002I,20,165,99
E01033746,Greenwich 038E,141,118,29
E01033784,Havering 007F,86,145,52
E01033785,Havering 007G,17,148,38
E01033786,Havering 017G,9,137,64
E01033787,Havering 017H,4,119,78
E01033788,Havering 017I,34,113,45
E01033789,Bexley 008H,21,200,70
E01033790,Bexley 008I,66,97,58
E01033791,Bexley 019G,60,107,79
E01033792,Bexley 019H,76,132,35
E01033862,Lambeth 003F,42,36,21
E01033863,Lambeth 003G,58,49,61
E01033864,Lambeth 004H,99,42,40
E01033865,Lambeth 004I,13,36,19
E01033866,Lambeth 004J,4,31,23
E01033867,Southwark 002F,47,50,41
E01033868,Southwark 002G,16,30,22
E01033869,Southwark 004F,71,64,99
E01033870,Southwark 004G,25,62,69
E01033871,Southwark 004H,56,71,60
E01033872,Southwark 004I,38,66,44
E01033873,Southwark 009G,24,76,84
E01033874,Southwark 009H,1,17,22
E01033875,Southwark 012G,61,48,72
E01033876,Southwark 012H,15,36,31
E01033877,Southwark 012I,42,57,57
E01033878,Southwark 015F,29,61,69
E01033879,Southwark 015G,54,115,165
E01033880,Southwark 015H,18,67,26
E01033881,Southwark 016F,67,87,95
E01033882,Southwark 022G,42,58,45
E01033883,Southwark 022H,33,78,78
E01033884,Southwark 035A,17,38,25
E01033885,Southwark 036A,39,56,54
E01033911,Barnet 017E,56,171,39
E01033912,Barnet 017F,16,215,49
E01033913,Barnet 024G,51,118,123
E01033914,Barnet 024H,40,124,105
E01033915,Barnet 042A,3,135,123
E01033916,Barnet 042B,39,129,76
E01033917,Barnet 042C,10,125,50
E01033918,Barnet 042D,14,100,32
E01033919,Barnet 042E,5,92,31
E01033920,Barnet 042F,16,138,18
E01033921,Barnet 043A,8,150,70
E01033922,Barnet 043B,9,144,39
E01033923,Barnet 043C,40,136,58
E01033924,Barnet 043D,28,100,59
E01033925,Barnet 043E,48,135,33
E01033926,Enfield 014E,51,174,192
E01033927,Enfield 020F,68,135,79
E01033928,Enfield 020G,51,113,51
E01033929,Brent 002F,3,125,73
E01033930,Brent 002G,44,79,80
E01033931,Brent 009F,45,116,48
E01033932,Brent 009G,37,74,51
E01033933,Brent 010G,41,83,32
E01033934,Brent 010H,32,111,37
E01033935,Brent 020F,28,109,44
E01033936,Brent 020G,20,94,38
E01033937,Brent 027G,43,49,52
E01033938,Brent 027H,36,75,63
E01033939,Brent 027I,7,194,88
E01033940,Brent 035B,2,111,51
E01033941,Brent 035C,25,147,67
E01033942,Brent 035D,3,59,52
E01033943,Haringey 015E,22,89,51
E01033944,Haringey 015F,12,127,120
E01033945,Haringey 020G,34,70,53
E01033946,Haringey 020H,10,85,57
E01034026,Ealing 015F,14,58,30
E01034027,Ealing 015G,49,108,92
E01034028,Ealing 019F,31,63,54
E01034029,Ealing 019G,48,125,51
E01034030,Ealing 042A,83,115,31
E01034031,Ealing 042B,46,158,14
E01034032,Hounslow 006G,67,123,72
E01034033,Hounslow 006H,38,149,43
E01034034,Hounslow 014F,25,211,56
E01034035,Hounslow 014G,90,173,35
E01034036,Hounslow 015F,15,195,73
E01034037,Hounslow 015G,48,156,85
E01034038,Hounslow 017F,16,215,50
E01034039,Hounslow 017G,33,192,61
E01034040,Hounslow 018H,31,139,42
E01034041,Hounslow 018I,30,106,27
E01034042,Hounslow 030A,30,78,101
E01034043,Hounslow 030B,40,108,65
E01034044,Hounslow 030C,28,97,51
E01034045,Hounslow 031A,19,150,69
E01034046,Hounslow 031B,95,128,98
E01034139,Croydon 015F,37,120,85
E01034140,Croydon 015G,11,106,65
E01034141,Croydon 020F,16,143,43
E01034142,Croydon 020G,47,131,61
E01034143,Croydon 020H,4,95,43
E01034144,Croydon 024F,36,110,57
E01034145,Croydon 024G,38,84,81
E01034146,Croydon 024H,17,145,93
E01034147,Croydon 046A,3,47,27
E01034148,Croydon 046B,10,84,35
E01034149,Croydon 046C,126,133,72
E01034150,Croydon 046D,20,97,74
E01034151,Croydon 046E,7,59,54
E01034152,Croydon 047B,28,123,107
E01034153,Sutton 004F,45,127,57
E01034154,Sutton 004G,15,187,44
E01034155,Sutton 012F,89,196,121
E01034156,Sutton 012G,42,122,50
E01034173,Greenwich 005F,39,104,91
E01034174,Greenwich 034F,114,123,17
E01034175,Greenwich 034G,5,97,19
E01034176,Greenwich 034H,43,123,70
E01034177,Greenwich 034I,37,126,74
E01034178,Greenwich 035E,20,93,91
E01034179,Greenwich 035F,21,52,73
E01034180,Greenwich 035G,29,73,110
E01034181,Greenwich 035H,6,92,57
E01034182,Greenwich 035I,31,75,58
E01034183,Greenwich 037E,28,120,70
E01034184,Greenwich 037F,6,120,51
E01034185,Greenwich 037G,41,101,18
E01034186,Greenwich 039C,22,68,16
E01034187,Greenwich 039D,62,54,31
E01034188,Greenwich 040A,0,90,45
E01034189,Greenwich 040B,2,125,35
E01034190,Greenwich 040C,84,93,91
E01034191,Greenwich 040D,16,118,65
E01034192,Greenwich 040E,119,149,79
E01034193,Greenwich 041A,3,81,81
E01034194,Greenwich 041B,7,85,39
E01034195,Greenwich 041C,3,72,79
E01034196,Greenwich 041D,7,104,32
E01034198,Greenwich 042C,64,164,86
E01034199,Newham 012E,55,85,99
E01034200,Newham 012F,12,70,24
E01034201,Newham 022E,12,108,48
E01034202,Newham 022F,36,107,42
E01034203,Newham 025E,30,108,30
E01034204,Newham 025F,26,162,39
E01034205,Newham 033E,24,140,61
E01034206,Newham 033F,3,129,71
E01034207,Newham 033G,5,141,39
E01034208,Newham 034J,63,120,80
E01034209,Newham 034K,4,82,22
E01034210,Newham 034L,41,99,24
E01034211,Newham 034M,3,62,7
E01034212,Newham 034N,27,138,23
E01034213,Newham 038A,4,167,60
E01034214,Newham 038B,2,70,27
E01034215,Newham 038C,4,74,56
E01034216,Newham 038D,0,94,60
E01034217,Newham 038E,3,80,40
E01034218,Newham 039B,28,115,50
E01034219,Newham 039C,5,91,50
E01034220,Newham 039D,5,27,5
E01034221,Newham 039E,21,76,56
E01034222,Newham 040A,9,67,56
E01034223,Newham 040B,13,65,43
E01034224,Newham 041D,32,111,82
E01034225,Newham 042B,25,108,69
E01034226,Newham 042C,5,106,47
E01034227,Newham 042D,1,165,107
E01034228,Newham 042E,4,111,12
E01034229,Newham 042F,6,90,38
E01034230,Newham 042G,2,54,4
E01034231,Newham 042H,1,105,12
E01034383,Bromley 005F,32,67,85
E01034384,Bromley 005G,16,90,97
E01034385,Bromley 018F,78,140,22
E01034386,Bromley 018G,25,101,38
E01034387,Lewisham 001F,45,79,14
E01034388,Lewisham 001G,27,60,24
E01034389,Lewisham 001H,23,84,69
E01034390,Lewisham 020F,15,95,82
E01034391,Lewisham 020G,33,167,45
E01034392,Lewisham 040A,31,86,73
E01034393,Lewisham 040B,6,47,10
E01034394,Lewisham 040C,4,62,12
E01034395,Lewisham 040D,17,90,153
E01034469,Barking and Dagenham 004F,25,242,57
E01034470,Barking and Dagenham 004G,30,126,52
E01034471,Barking and Dagenham 008G,37,226,107
E01034472,Barking and Dagenham 008H,14,181,124
E01034473,Barking and Dagenham 015E,9,130,23
E01034474,Barking and Dagenham 015F,14,277,84
E01034475,Barking and Dagenham 019F,68,132,64
E01034476,Barking and Dagenham 019G,9,171,88
E01034477,Barking and Dagenham 019H,3,187,93
E01034478,Barking and Dagenham 019I,0,152,31
E01034479,Barking and Dagenham 021G,35,198,160
E01034480,Redbridge 023E,9,162,60
E01034481,Redbridge 023F,20,142,50
E01034482,Redbridge 032F,2,153,44
E01034483,Redbridge 032G,6,157,113
E01034484,Redbridge 032H,50,139,46
E01034485,Waltham Forest 014F,51,145,36
E01034486,Waltham Forest 014G,3,59,24
E01034487,Waltham Forest 020H,22,91,51
E01034488,Waltham Forest 020I,41,117,117
E01034576,Kingston upon Thames 004H,35,131,33
E01034577,Kingston upon Thames 004I,26,126,68
E01034578,Merton 001F,32,93,69
E01034579,Merton 001G,30,131,86
E01034580,Merton 005F,21,84,19
E01034581,Merton 005G,22,109,35
E01034589,Harrow 002F,50,155,33
E01034590,Harrow 002G,28,150,32
E01034591,Harrow 013F,28,95,48
E01034592,Harrow 013G,37,86,31
E01034593,Harrow 015E,67,140,35
E01034594,Harrow 015F,20,205,24
E01034595,Harrow 023E,51,160,29
E01034596,Harrow 023F,24,160,37
E01034597,Harrow 023G,93,130,37
E01034598,Harrow 023H,7,123,20
E01034599,Harrow 027E,50,131,41
E01034600,Harrow 027F,57,204,69
E01034601,Hillingdon 015G,76,150,58
E01034602,Hillingdon 015H,40,127,40
E01034603,Hillingdon 015I,7,191,23
E01034604,Hillingdon 015J,72,88,42
E01034605,Hillingdon 015K,24,185,36
E01034606,Hillingdon 016G,45,90,24
E01034607,Hillingdon 016H,54,127,55
E01034608,Hillingdon 022G,30,228,118
E01034609,Hillingdon 022H,34,196,93
E01034610,Hillingdon 027G,32,147,65
E01034611,Hillingdon 027H,32,119,47
E01034612,Hillingdon 027I,44,139,49
E01034613,Hillingdon 027J,5,78,28
E01034614,Hillingdon 028F,18,235,96
